reference_number,determination_type,url,date
PA/07188/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-07188-2018,19 Sep 2019
IA/13273/2021,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-13273-2021,3 May 2023
AA/07575/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-07575-2014,28 Apr 2015
AA/05170/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-05170-2014,18 Mar 2016
DA/01959/2013,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-01959-2013,23 Jan 2015
IA/41333/2013 & IA/41340/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-41333-2013-ia-41340-2013,15 Dec 2014
PA/02870/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-02870-2016,16 Nov 2018
EA/02918/2020,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-02918-2020,1 Nov 2021
IA/19905/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-19905-2015,22 Nov 2016
IA/17768/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-17768-2013,9 Oct 2014
PA/00921/2020,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-00921-2020,9 Mar 2022
AA/11022/2014 & Others,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-11022-2014-others,25 Sep 2015
UI-2024-003138,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-003138,24 Oct 2024
IA/31282/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-31282-2013,14 Jul 2014
IA/01070/2020,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-01070-2020,17 Oct 2022
[2007] UKAIT 42,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2007-ukait-42,25 Apr 2007
HU/02393/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-02393-2018,30 May 2019
IA/10272/2014 & Ors.,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-10272-2014-ors,23 Mar 2015
RP/00020/2015,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/rp-00020-2015,19 Oct 2016
PA/10688/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-10688-2019,21 Oct 2021
DA/00686/2014,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-00686-2014,28 Jan 2016
DA/00365/2016,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-00365-2016,3 Aug 2017
PA/08035/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-08035-2019,2 Mar 2020
OA/08929/2013,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-08929-2013,19 Jan 2016
IA/47145/2014 & IA/44945/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-47145-2014-ia-44945-2014,6 May 2016
AA/11663/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-11663-2014,15 Dec 2015
PA/08281/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-08281-2018,7 Dec 2018
HU/17940/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-17940-2016,18 Apr 2019
OA/04213/2013 & OA/04217/2013,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-04213-2013-oa-04217-2013,28 Jul 2014
AA/06512/2013,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-06512-2013,5 Jun 2014
IA/06882/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-06882-2013,4 Oct 2013
IA/25032/2015 & Ors.,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-25032-2015-ors,24 Jan 2017
EA/00791/2019,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-00791-2019,5 Mar 2021
PA/07888/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-07888-2016,5 Jun 2017
EA/05070/2019,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-05070-2019,9 Mar 2022
UI-2024-000874,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-000874,10 Dec 2024
HU/11122/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-11122-2016,27 Feb 2018
DA/00332/2013,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-00332-2013,23 Sep 2013
EA/13392/2016,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-13392-2016,20 Dec 2018
IA/25658/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-25658-2013,4 Jun 2014
UI-2023-004788,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2023-004788,7 Nov 2024
VA/00315/2015 & Ors.,VA,https://tribunalsdecisions.service.gov.uk/utiac/va-00315-2015-ors,15 Nov 2016
HU/08827/2019,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-08827-2019,9 Nov 2020
UI-2023-002243,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2023-002243,16 Apr 2024
AA/02576/2012,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-02576-2012-b198a7a9-75b0-4976-9ad6-169d2cac7eb6,10 Sep 2013
AA/05740/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-05740-2014,21 Oct 2015
IA/04250/2021,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-04250-2021,20 Dec 2022
PA/12369/2018 & Ors.,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-12369-2018-ors,20 May 2019
PA/09179/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-09179-2019,2 Mar 2021
HU/24854/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-24854-2016,26 Jun 2018
[2012] UKUT 120,UKUT,https://tribunalsdecisions.service.gov.uk/utiac/2012-ukut-120,5 Apr 2012
PA/03999/2019 & PA/06691/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-03999-2019-pa-06691-2019,9 Sep 2020
[2011] UKUT 187,UKUT,https://tribunalsdecisions.service.gov.uk/utiac/2011-ukut-187,13 Apr 2011
IA/11970/2021,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-11970-2021,19 Mar 2023
HU/06027/2017,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-06027-2017,8 May 2018
PA/08924/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-08924-2016,9 Feb 2017
EA/05829/2018,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-05829-2018,2 Mar 2020
PA/10190/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-10190-2019,10 Aug 2020
UI-2023-004519,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2023-004519,17 Jul 2024
IA/23014/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-23014-2013,4 Sep 2014
HU/11963/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-11963-2018,16 May 2019
HU/15264/2019,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-15264-2019,22 Apr 2021
DA/00725/2013,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-00725-2013,23 May 2014
VA316322012,VA,https://tribunalsdecisions.service.gov.uk/utiac/va316322012,24 Jul 2013
EA/09073/2017,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-09073-2017,21 Sep 2018
IA/27652/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-27652-2014,5 Jan 2016
HU/01251/2015 & Ors.,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-01251-2015-ors,21 Jul 2017
DA/01695/2014,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-01695-2014,7 Jan 2016
PA/13655/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-13655-2018,16 Dec 2021
PA/07028/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-07028-2016,7 Jun 2017
AA/00565/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-00565-2014,27 Jun 2014
HU/17436/2017,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-17436-2017,16 Jan 2019
AA/05660/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-05660-2014,25 Mar 2015
OA/17671/2012,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-17671-2012,27 Jun 2013
UI-2024-002923,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-002923,11 Mar 2025
OA/18560/2013,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-18560-2013,30 Apr 2015
RP/00058/2016,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/rp-00058-2016,3 Oct 2017
PA/07026/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-07026-2017,8 Jan 2018
IA/33203/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-33203-2015,26 Oct 2017
OA/07808/2013,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-07808-2013,19 Jun 2014
OA/04812/2014,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-04812-2014,13 Mar 2015
UI-2022-003054,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2022-003054,4 Oct 2023
HU/11672/2019,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-11672-2019,24 Feb 2021
HU/01319/2021,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-01319-2021,21 Nov 2022
IA/11469/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-11469-2014,20 Feb 2015
PA/12218/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-12218-2017,26 Apr 2018
PA/13161/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-13161-2018,20 Aug 2019
[2005] UKAIT 172,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2005-ukait-172,8 Nov 2005
IA/45072/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-45072-2013,2 Sep 2015
PA/04339/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-04339-2018,13 Aug 2018
IA/19033/2013 & ors,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-19033-2013-ors,18 Jul 2014
IA/00087/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-00087-2015,8 Dec 2015
IA/39394/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-39394-2014,7 Dec 2015
AA/05297/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-05297-2014,3 Dec 2014
PA/04024/2015,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-04024-2015,15 Dec 2017
PA/09994/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-09994-2017,9 May 2018
PA/03592/2020,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-03592-2020,21 Oct 2022
EA/12601/2021 & EA/12603/2021,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-12601-2021-ea-12603-2021,19 Aug 2022
HU/05252/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-05252-2016,4 Dec 2017
PA/10809/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-10809-2019,9 Nov 2021
IA/08033/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-08033-2015,1 Sep 2016
PA/01878/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-01878-2017,6 Oct 2017
AA/02955/2014 & AA/02964/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-02955-2014-aa-02964-2014,1 Dec 2014
PA/01831/2020 & Ors.,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-01831-2020-ors,30 Mar 2022
EA/14155/2021,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-14155-2021,23 Jan 2023
PA/11476/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-11476-2016,27 Sep 2017
IA/28120/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-28120-2013,3 Apr 2014
AA/02598/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-02598-2015,7 Jan 2016
HU/04317/2015,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-04317-2015,29 Nov 2017
PA/09331/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-09331-2018,12 Mar 2019
IA/06206/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-06206-2015,11 Aug 2016
PA/00022/2020,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-00022-2020,13 Oct 2021
IA/03779/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-03779-2014,21 Aug 2014
HU/15839/2019 & Ors,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-15839-2019-ors,15 Dec 2020
DC/00018/2018,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/dc-00018-2018,17 Jul 2019
PA/00445/2015,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-00445-2015,24 Aug 2016
[2009] UKAIT 15,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2009-ukait-15,17 Mar 2009
HU/00199/2020,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-00199-2020,17 Mar 2021
LR/00028/2022,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/lr-00028-2022,15 Feb 2023
UI-2024-001457,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-001457,2 Jul 2024
[2014] UKUT 236,UKUT,https://tribunalsdecisions.service.gov.uk/utiac/2014-ukut-236,20 May 2014
[2005] UKIAT 73,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2005-ukiat-73,22 Mar 2005
UI-2023-000808,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2023-000808,1 Nov 2023
PA/06516/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-06516-2018,23 Nov 2018
PA/08342/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-08342-2017,19 Feb 2019
IA/00154/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-00154-2015,24 Feb 2016
IA/08697/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-08697-2015,30 Aug 2016
HU/01339/2015,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-01339-2015,27 Sep 2016
PA/10867/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-10867-2019,5 Sep 2022
HU/04100/2015 & Ors.,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-04100-2015-ors,10 Jul 2017
IA/50903/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-50903-2014,13 Nov 2015
HU/03359/2015 & HU/03361/2015,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-03359-2015-hu-03361-2015,21 May 2018
HU/03422/2019,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-03422-2019,2 Jul 2021
HU/08668/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-08668-2018,24 Mar 2020
HU/09350/2015,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-09350-2015,6 Nov 2017
HU/10419/2017 & HU/07980/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-10419-2017-hu-07980-2018,9 Jan 2019
PA/12298/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-12298-2017,31 Aug 2018
HU/17373/2017,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-17373-2017,26 Oct 2018
IA/04608/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-04608-2014,25 Feb 2015
HU/06639/2018 & Ors.,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-06639-2018-ors,27 Feb 2019
AA/09684/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-09684-2014,22 Oct 2015
PA/08036/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-08036-2016,12 Dec 2017
AA/04157/2015 & Ors.,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-04157-2015-ors,15 Dec 2015
EA/05301/2016 & EA/05303/2016,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-05301-2016-ea-05303-2016,22 Mar 2018
IA/39447/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-39447-2013,8 Jun 2015
IA/15046/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-15046-2015,12 Oct 2016
IA/15626/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-15626-2014,18 Aug 2015
[2002] UKIAT 159,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2002-ukiat-159,29 Jan 2002
HU/12795/2019,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-12795-2019,24 Aug 2020
HU/19778/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-19778-2018,4 Sep 2019
HU/17452/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-17452-2018,17 Jul 2019
IA/32315/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-32315-2013,1 Dec 2014
HU/09261/2017,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-09261-2017,31 Jan 2019
PA/03138/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-03138-2017,22 Sep 2017
HU/15294/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-15294-2016,14 Nov 2018
PA/01263/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-01263-2017,21 Nov 2017
OA/17765/2013,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-17765-2013,22 May 2015
IA/23562/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-23562-2014,5 May 2015
IA/22498/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-22498-2014,25 Mar 2015
[2010] UKUT 443,UKUT,https://tribunalsdecisions.service.gov.uk/utiac/2010-ukut-443,15 Nov 2010
HU/11587/2015 & HU/11588/2015,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-11587-2015-hu-11588-2015,4 May 2018
IA/20682/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-20682-2013,26 Aug 2014
PA/03836/2015,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-03836-2015,6 Dec 2016
OA/02777/2012,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-02777-2012,27 Jun 2013
AA/05951/2012,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-05951-2012,15 Oct 2013
HU/16665/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-16665-2018,26 Sep 2019
HU/14475/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-14475-2018,25 Nov 2019
PA/12793/2018 & PA/06653/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-12793-2018-pa-06653-2018,4 Sep 2019
[2004] UKIAT 112,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2004-ukiat-112,19 May 2004
JR/02548/2019,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/jr-02548-2019,24 Feb 2021
UI-2023-003812,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2023-003812,2 Nov 2023
PA/09383/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-09383-2016,15 Feb 2017
PA/03326/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-03326-2016,14 Feb 2017
OA/05685/2015,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-05685-2015,13 Oct 2016
HU/01159/2019,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-01159-2019,22 Sep 2020
PA/06618/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-06618-2019,15 Nov 2019
JR/02203/2016,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/jr-2203-2016,12 Apr 2017
PA/01754/2020,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-01754-2020,11 Aug 2021
DA/01578/2013,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-01578-2013,29 Apr 2016
IA/21380/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-21380-2013,8 Apr 2014
PA/02683/2020,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-02683-2020,2 Feb 2022
DA/00469/2017,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-00469-2017,18 Nov 2019
UI-2023-000071,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2023-000071,9 Oct 2023
UI-2024-005465,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-005465,18 Feb 2025
DA/00259/2016,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-00259-2016,10 Feb 2017
PA/08435/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-08435-2019,23 Feb 2021
LD/000236/2022,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ld-000236-2022,18 Apr 2023
HU/09941/2017,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-09941-2017,15 May 2019
IA/01288/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-01288-2015,5 Oct 2016
EA/01344/2015 & Ors.,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-01344-2015-ors,23 Jan 2017
PA/02009/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-02009-2017,15 Jul 2019
IA/07773/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-07773-2014,5 Jun 2015
PA/07484/2018 & PA/07498/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-07484-2018-pa-07498-2018,16 May 2019
IA/34194/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-34194-2013,23 Oct 2014
HU/03626/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-03626-2016,11 Jul 2017
UI-2024-005607,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-005607,20 Mar 2025
HU/11668/2018 & HU/20617/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-11668-2018-hu-20617-2018,4 Oct 2021
UI-2023-004547,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2023-004547,14 Jan 2025
IA/16102/2014 & IA/16103/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-16102-2014-ia-16103-2014,15 Jan 2015
OA/16708/2012,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-16708-2012,20 Sep 2013
IA/15950/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-15950-2015,15 Sep 2017
EA/08102/2016,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-08102-2016,9 Nov 2017
UI-2022-005122,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2022-005122,3 Nov 2023
IA/20046/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-20046-2015-b246fb17-0242-4622-b038-e026c03b97de,15 Feb 2017
IA/52818/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-52818-2013,9 Jun 2015
HU/07731/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-07731-2018,20 Feb 2019
OA/ 06428/2014,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/oa-06428-2014,23 Nov 2015
IA/40163/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-40163-2013,28 May 2014
[2011] UKUT 443,UKUT,https://tribunalsdecisions.service.gov.uk/utiac/2011-ukut-443,14 Nov 2011
IA/42007/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-42007-2014,17 Mar 2016
[2004] UKIAT 191,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2004-ukiat-191,13 Jul 2004
IA/33946/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-33946-2013,9 Sep 2014
IA/05455/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-05455-2014,30 Oct 2014
AA/04238/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-04238-2015,17 Feb 2017
HU/22386/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-22386-2016,24 Sep 2018
PA/07774/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-07774-2019,22 Jun 2022
AA/09167/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-09167-2015,19 Oct 2016
IA/43380/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-43380-2013,5 Feb 2015
DA/01029/2014,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-01029-2014,29 Jan 2015
OA/00419/2014,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-00419-2014,4 Jan 2016
[2005] UKIAT 17,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2005-ukiat-17,11 Nov 2004
[2017] UKUT 262,UKUT,https://tribunalsdecisions.service.gov.uk/utiac/2017-ukut-262,5 Jun 2017
IA/13011/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-13011-2014,2 Jan 2015
DA/00427/2016,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-00427-2016,8 Sep 2017
[2003] UKIAT 196,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2003-ukiat-196,4 Dec 2003
HU/16917/2019,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-16917-2019,4 Nov 2020
UI-2021-001868,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2021-001868,2 May 2024
PA/03905/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-03905-2019,19 Mar 2020
