reference_number,determination_type,url,date
[2015] UKUT 242,UKUT,https://tribunalsdecisions.service.gov.uk/utiac/2015-ukut-242,30 Mar 2015
AA/04385/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-04385-2014,17 Dec 2014
AA/10357/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-10357-2014,30 Jun 2015
HU/08763/2017,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-08763-2017,7 Feb 2019
HU/02703/2021,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-02703-2021,20 Apr 2023
HU/16081/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-16081-2016,10 Oct 2018
IA/50220/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-50220-2014,28 Apr 2017
IA/43383/2013 & IA/47663/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-43383-2013-ia-47663-2013,1 Oct 2014
IA/25873/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-25873-2015,23 Oct 2017
AA/08449/2013,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-08449-2013,17 Feb 2014
PA/01186/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-01186-2016,10 Jan 2018
JR-2022-LON-001415,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/jr-2022-lon-001415,20 Feb 2023
OA/09799/2014 & Ors.,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-09799-2014-ors,21 Dec 2015
EA/03580/2021 & EA/03600/2021,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-03580-2021-ea-03600-2021,28 Mar 2023
UI-2021-001449,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2021-001449,16 May 2024
UI-2024-000876,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-000876,3 Jul 2024
[2007] UKAIT 93,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2007-ukait-93,26 Nov 2007
HU/01531/2015,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-01531-2015,7 Aug 2018
IA/45637/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-45637-2013,11 Jul 2014
IA/00878/2016,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-00878-2016,11 Nov 2016
OA/16749/2013,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-16749-2013,6 Jan 2016
IA/05012/2015 & IA/05016/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-05012-2015-ia-05016-2015,27 Jul 2016
AA/11122/2014 & Ors.,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-11122-2014-ors,18 Feb 2016
HU/04892/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-04892-2018,20 Mar 2018
HU/25337/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-25337-2016,19 Mar 2019
AA/01902/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-01902-2014,27 Oct 2014
HU/08517/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-08517-2016,5 Dec 2017
HU/14860/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-14860-2016,4 Jul 2018
PA/12410/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-12410-2018,8 Aug 2019
PA/05846/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-05846-2017,22 Feb 2018
PA/07521/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-07521-2019,21 Apr 2020
IA/20483/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-20483-2015,17 Feb 2017
HU/05019/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-05019-2018,24 Jan 2019
PA/04052/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-04052-2018,26 Feb 2019
[2014] UKUT 266,UKUT,https://tribunalsdecisions.service.gov.uk/utiac/2014-ukut-266,4 Apr 2014
IA/29019/2014 & ors,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-29019-2014-ors,23 Dec 2015
PA/11944/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-11944-2018,24 Sep 2019
[2018] UKUT 165,UKUT,https://tribunalsdecisions.service.gov.uk/utiac/2018-ukut-165,5 Apr 2018
[2005] UKIAT 57,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2005-ukiat-57,25 Jan 2005
AA/13510/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-13510-2015,14 Nov 2016
HU/05350/2017,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-05350-2017,21 Dec 2018
AA/07652/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-07652-2015,12 Aug 2016
VA/11112/2013,VA,https://tribunalsdecisions.service.gov.uk/utiac/va-11112-2013,30 Oct 2015
HU/17586/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-17586-2018,15 May 2019
IA/12510/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-12510-2014,16 Sep 2015
HU/03373/2015,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-03373-2015,26 Jan 2018
PA/01795/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-01795-2016,4 Apr 2017
PA/02273/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-02273-2018,14 May 2019
[2009] UKAIT 20,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2009-ukait-20,28 May 2009
DA/02567/2013,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-02567-2013,17 Dec 2014
IA/27150/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-27150-2014,18 May 2015
[2015] UKUT 225,UKUT,https://tribunalsdecisions.service.gov.uk/utiac/2015-ukut-225,17 Apr 2015
IA/01151/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-01151-2015,7 Sep 2015
UI-2024-004895,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-004895,29 Jan 2025
IA/46825/2013 & IA/46828/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-46825-2013-ia-46828-2013,30 Jun 2014
DA/00095/2013,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-00095-2013,30 Jan 2014
OA/17552/2013,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-17552-2013,28 Aug 2014
OA/04673/2015,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-04673-2015,12 Dec 2016
PA/02587/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-02587-2018,13 Dec 2019
EA/01497/2016,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-01497-2016,31 Oct 2017
OA/09345/2013 & OA/09349/2013,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-09345-2013-oa-09349-2013,22 Jul 2014
IA/04173/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-04173-2013,23 Sep 2013
PA/00510/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-00510-2016,18 Sep 2017
IA/12711/2021,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-12711-2021,29 Mar 2023
IA/13527/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-13527-2014,11 Mar 2015
PA/03459/2015,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-03459-2015,14 Oct 2016
DA/01462/2013,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-01462-2013,22 Jun 2015
OA/16124/2014,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-16124-2014,8 Jul 2016
OA/02775/2014,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-02775-2014,23 Jul 2015
AA/04931/2013,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-04931-2013,10 Oct 2013
IA/07497/2014 & Ors.,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-07497-2014-ors,4 Nov 2014
IA/00580/2016 & HU/13181/2015,HU,https://tribunalsdecisions.service.gov.uk/utiac/ia-00580-2016-hu-13181-2015,2 Feb 2018
[2007] UKAIT 87,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2007-ukait-87,23 Oct 2007
AA/11764/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-11764-2014,9 Mar 2016
HU/10250/2017,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-10250-2017,13 May 2019
IA/31103/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-31103-2014,27 Jan 2016
HU/05672/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-05672-2016,3 May 2018
IA/24491/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-24491-2015,27 Jun 2017
IA/15848/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-15848-2014,19 May 2015
HU/12478/2019,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-12478-2019,4 Feb 2021
[2011] UKUT 315,UKUT,https://tribunalsdecisions.service.gov.uk/utiac/2011-ukut-315,22 Jul 2011
DA/00091/2017,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-00091-2017,19 Oct 2017
IA/13429/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-13429-2015,10 Oct 2016
UI-2023-001726 & Ors.,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2023-001726-ors,9 Jan 2024
OA/03496/2014 & ors,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-03496-2014-ors,24 Mar 2015
IA/06221/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-06221-2013,20 Aug 2013
DA/01830/2014,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-01830-2014,14 Apr 2016
AA/07665/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-07665-2015,12 Apr 2016
AA/00960/2013,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-00960-2013,3 Jun 2013
OA/15036/2014 & OA/15033/2014,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-15036-2014-oa-15033-2014,14 Oct 2016
PA/08484/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-08484-2019,23 Aug 2022
PA/08693/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-08693-2016,2 Feb 2021
PA/01068/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-01068-2018,2 Aug 2019
HU/12177/2015,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-12177-2015,17 May 2018
AA/01405/2013,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-01405-2013,25 Aug 2015
UI-2024-001243,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-001243,8 Aug 2024
AA/05335/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-05335-2015,8 Apr 2016
[2002] UKIAT 4412,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2002-ukiat-4412,26 Sep 2002
[2007] UKAIT 83,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2007-ukait-83,13 Aug 2007
IA/42647/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-42647-2013,31 Dec 2014
LP/00023/2020,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/lp-00023-2020,24 Jan 2022
UI-2024-005450,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-005450,13 Mar 2025
[2006] UKAIT 35,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2006-ukait-35,12 Apr 2006
HU/07533/2015,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-07533-2015,31 May 2017
HU/07605/2017,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-07605-2017,20 Feb 2019
[2013] UKUT 62,UKUT,https://tribunalsdecisions.service.gov.uk/utiac/2013-ukut-62,8 Apr 2013
[2003] UKIAT 142,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2003-ukiat-142,13 Nov 2003
IA/07814/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-07814-2015,20 Apr 2017
EA/00705/2016,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-00705-2016,18 Jan 2018
UI-2024-004089,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-004089,17 Mar 2025
AA/00988/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-00988-2015,17 Sep 2015
PA/09719/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-09719-2017,14 Aug 2018
HU/04870/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-04870-2016,12 Jul 2018
UI-2024-003936 & UI-2024-003937,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-003936-ui-2024-003937,17 Mar 2025
EA/07760/2016,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-07760-2016,7 Aug 2018
IA/00367/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-00367-2015,9 Nov 2015
HU/02779/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-02779-2016,29 Nov 2017
HU/10895/2015,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-10895-2015,7 Jun 2017
PA/13493/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-13493-2017,19 Jun 2018
IA/39248/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-39248-2014,30 Sep 2015
[2011] UKUT 473,UKUT,https://tribunalsdecisions.service.gov.uk/utiac/2011-ukut-473,24 Nov 2011
DA/00421/2018,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-00421-2018,11 Apr 2019
IA/43258/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-43258-2013,5 Nov 2014
PA/02998/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-02998-2017,16 May 2018
PA/09408/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-09408-2018,11 Apr 2019
PA/00711/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-00711-2019,21 Dec 2020
IA/13071/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-13071-2015,6 Jul 2016
RP/00159/2016,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/rp-00159-2016,22 Oct 2018
PA/08081/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-08081-2017,17 Apr 2018
IA/23313/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-23313-2015,12 Jan 2017
AA/06160/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-06160-2014,21 Dec 2015
PA/00697/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-00697-2016,8 Nov 2016
HU/27184/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-27184-2016,16 Jan 2018
AA/11269/2012,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-11269-2012,27 Aug 2013
AA/02010/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-02010-2015,3 Dec 2015
PA/07419/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-07419-2019,31 Oct 2022
PA/07460/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-07460-2017,30 Jul 2018
JR/03432/2019,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/jr-03432-2019,24 Jan 2020
DA/00401/2014,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-00401-2014,23 Sep 2014
AA/11770/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-11770-2015,28 Apr 2016
UI-2024-001880,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-001880,19 Mar 2025
DA/00041/2013 & ors,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-00041-2013-ors,16 Dec 2013
PA/13575/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-13575-2016,10 Jul 2017
IA/24829/2015 & Ors.,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-24829-2015-ors,10 Oct 2016
PA/00651/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-00651-2016,18 Jan 2017
IA/19642/2015 & Ors.,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-19642-2015-ors,11 Jan 2017
IA/00146/2021,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-00146-2021,25 Jan 2023
[2004] UKIAT 57,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2004-ukiat-57,24 Mar 2004
IA/36356/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-36356-2014,11 Oct 2016
HU/00589/2021,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-00589-2021,16 May 2023
IA/26300/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-26300-2014,25 Feb 2016
IA/00799/2016,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-00799-2016,7 Mar 2018
IA/22574/2013 & IA/22578/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-22574-2013-ia-22578-2013,10 Jun 2014
HU/03455/2020,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-03455-2020,29 Jun 2021
PA/03588/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-03588-2016,16 Feb 2017
[2004] UKIAT 211,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2004-ukiat-211,28 Jul 2004
IA/22490/2015 & Ors.,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-22490-2015-ors,15 Sep 2016
AA/09475/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-09475-2014,26 Jun 2015
HU/09013/2017,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-09013-2017,16 Aug 2018
IA/42156/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-42156-2013,31 Mar 2015
IA/00929/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-00929-2013,27 Jun 2013
IA/35749/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-35749-2013,25 Jun 2014
IA/28014/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-28014-2013,15 Jul 2014
EA/08093/2017,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-08093-2017,23 Aug 2018
Ul-2024-001477,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ul-2024-001477,10 Jan 2025
UI-2024-004834 & UI-2024-004835,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-004834-ui-2024-004835,28 Mar 2025
RP/00070/2017,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/rp-00070-2017,17 Jan 2018
JR-2022-LON-000431,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/jr-2022-lon-000431,22 Feb 2023
JR/05863/2019,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/jr-05863-2019,3 Nov 2020
PA/07527/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-07527-2016,10 Nov 2017
HU/04858/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-04858-2016,24 May 2018
IA/16764/2021 & IA/16775/2021,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-16764-2021-ia-16775-2021,29 Mar 2023
PA/02030/2018 & HU/10405/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-02030-2018-hu-10405-2017,1 Apr 2019
PA/05892/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-05892-2019,31 Mar 2021
HU/10034/2017 & Ors.,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-10034-2017-ors,22 Nov 2018
HU/00917/2015,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-00917-2015,15 Aug 2017
UI-2024-002216,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-002216,8 Oct 2024
EA/10563/2016 & Ors.,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-10563-2016-ors,9 Apr 2019
IA001352010,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia001352010,22 Jul 2013
UI-2023-003383,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2023-003383,12 Dec 2023
HU/03759/2019,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-03759-2019,14 Apr 2020
JR/09868/2017,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/jr-09868-2017,7 Dec 2021
IA/10177/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-10177-2015,11 Oct 2016
JR-2022-LON-002081,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/jr-2022-lon-002081,12 Jun 2024
PA/00834/2020,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-00834-2020,13 Jan 2022
IA/38990/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-38990-2013,16 Feb 2015
IA/48686/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-48686-2013,12 Nov 2014
OA/02883/2014,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-02883-2014,19 Apr 2016
IA/18189/2015 & IA/18199/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-18189-2015-ia-18199-2015,24 Oct 2016
IA/18681/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-18681-2013,2 Jun 2014
IA/04902/2015 & IA/04906/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-04902-2015-ia-04906-2015,26 Feb 2016
IA/22885/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-22885-2013,19 Feb 2014
HU/07438/2017,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-07438-2017,14 Feb 2019
DA/02456/2013,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-02456-2013,24 Jan 2017
AA/07794/2014,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-07794-2014,19 May 2016
HU/17493/2018,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-17493-2018,8 Sep 2020
UI-2024-002483 & UI-2024-002666,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-002483-ui-2024-002666,23 Apr 2025
RP/00073/2017,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/rp-00073-2017,9 Jul 2018
IA/28384/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-28384-2014,11 Aug 2015
PA/04856/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-04856-2016,13 Nov 2017
IA/33796/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-33796-2014,17 Dec 2015
AA/14934/2010,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-14934-2010,29 Jan 2016
PA/13846/2016,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-13846-2016,7 Sep 2017
HU/09716/2017 & Ors.,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-09716-2017-ors,6 Jun 2019
IA/45280/2013,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-45280-2013,31 Mar 2014
RP/00111/2016,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/rp-00111-2016,20 Sep 2018
HU/02971/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-02971-2016,1 May 2018
AA/13073/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-13073-2015,21 Jul 2016
PA/03853/2015,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-03853-2015,15 Dec 2016
HU/01916/2020,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-01916-2020,26 Mar 2021
IA/45841/2014 & IA/48501/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-45841-2014-ia-48501-2014,15 Feb 2016
EA/06420/2019,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-06420-2019,20 Jun 2022
PA/11697/2017,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-11697-2017,23 Nov 2021
HU/03346/2020,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-03346-2020,25 Aug 2022
AA/04780/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-04780-2015,28 Nov 2016
HU/05553/2019,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-05553-2019,31 Mar 2021
IA/00016/2018,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-00016-2018,23 Jan 2019
DA/00894/2013,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-00894-2013,30 Oct 2013
DA/02127/2013,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-02127-2013,28 May 2014
AA/03722/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-03722-2015,4 Jul 2016
HU/03899/2015 & Ors,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-03899-2015-ors,6 Feb 2018
PA/10182/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-10182-2019,25 Mar 2021
PA/09069/2018,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-09069-2018,11 Jul 2019
DA/01980/2014,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-01980-2014,20 Nov 2015
UI-2024-004420 & UI-2024-004416,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-004420-ui-2024-004416,5 Mar 2025
HU/03502/2016,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-03502-2016,12 Oct 2017
RP/00153/2016,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/rp-00153-2016,7 Dec 2022
[2003] UKIAT 191,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2003-ukiat-191,20 Nov 2003
HU/08197/2015,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-08197-2015,4 Apr 2018
[2004] UKIAT 285,UKIAT,https://tribunalsdecisions.service.gov.uk/utiac/2004-ukiat-285,12 Oct 2004
HU/09459/2015,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-09459-2015,2 Dec 2016
IA/26136/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-26136-2015,11 Jan 2017
IA/18909/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-18909-2015,4 Jan 2017
DA/00099/2017,DA,https://tribunalsdecisions.service.gov.uk/utiac/da-00099-2017,11 Oct 2017
IA/38961/2014,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-38961-2014,16 Oct 2015
OA/00708/2014,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-00708-2014,16 Sep 2015
UI-2024-004516,Unknown,https://tribunalsdecisions.service.gov.uk/utiac/ui-2024-004516,19 Dec 2024
OA/07438/2014,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-07438-2014,23 Oct 2015
AA/08632/2015,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-08632-2015,3 Mar 2016
EA/07655/2018,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-07655-2018,10 Sep 2019
IA/01237/2016,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-01237-2016,22 May 2018
HU/07674/2019 & HU/07678/2019,HU,https://tribunalsdecisions.service.gov.uk/utiac/hu-07674-2019-hu-07678-2019,25 Jan 2022
AA/06866/2012,AA,https://tribunalsdecisions.service.gov.uk/utiac/aa-06866-2012,4 Jun 2014
EA/02864/2021,EA,https://tribunalsdecisions.service.gov.uk/utiac/ea-02864-2021,5 Oct 2022
PA/06597/2019,PA,https://tribunalsdecisions.service.gov.uk/utiac/pa-06597-2019,4 Mar 2020
IA/03802/2015,IA,https://tribunalsdecisions.service.gov.uk/utiac/ia-03802-2015,26 Apr 2017
OA/08056/2013,OA,https://tribunalsdecisions.service.gov.uk/utiac/oa-08056-2013,21 Jan 2014
